Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000146
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000098
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000096
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000096
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000079
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000016
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.00001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131217,0.365206
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131210,0.28209
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131211,0.08997
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.05377
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131218,0.052283
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131202,0.048606
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131216,0.032568
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.026708
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,131203,0.018143
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.009556
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.005795
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.00341
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.002094
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,130408,0.002004
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130617,0.001507
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130619,0.001355
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130601,0.000679
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130609,0.000482
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000411
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.000322
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.0003
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000296
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000286
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,131503,0.000269
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,130413,0.000139
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000127
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000111
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.000103
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.000091
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.000081
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000077
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,131501,0.000076
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,131505,0.000076
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.000072
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.000071
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.000066
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000062
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.00006
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000055
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130616,0.000055
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.000051
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.00005
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.00005
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000043
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130608,0.000039
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000037
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.000033
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130603,0.000032
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,130415,0.00003
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000028
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.000023
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130618,0.000019
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000018
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130620,0.000015
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000013
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000011
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.00001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,TROFA,131811,0.000008
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,130613,0.000008
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,TROFA,131806,0.000008
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000006
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000004
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000004
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,131506,0.000003
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000003
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000003
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,131001,0.000002
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,131019,0.000002
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,131013,0.000002
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,131011,0.000002
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000002
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000001
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,111517,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,110728,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,111515,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,130414,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,110731,0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,TROFA,131809,0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA DO CONDE,131611,0
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.455933
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131217,0.142658
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.113192
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.092261
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131216,0.050232
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131218,0.042293
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131211,0.027681
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.014137
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.011427
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131210,0.008526
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131202,0.007914
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.005751
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130609,0.005307
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.003452
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.002782
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.002749
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.00248
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.002394
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.001606
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.001593
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.00098
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.00072
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,131203,0.000567
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000554
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000553
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.00046
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000446
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.000223
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000163
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.000141
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130616,0.000134
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000108
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.000092
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.000078
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000054
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000042
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000042
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000042
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000042
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000042
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130619,0.000027
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.000026
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130617,0.000018
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130620,0.000012
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130618,0.000012
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.000009
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,130601,0.000009
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000009
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000009
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000008
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000006
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000002
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000001
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,110602,0
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,AMADORA,111513,0
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,AMADORA,111517,0
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.210377
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,131501,0.203546
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.117492
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,PORTO,131210,0.107493
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.09429
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.087793
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.069217
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,130601,0.023487
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.015593
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,131503,0.015391
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.008518
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.007691
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.006011
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.005318
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,130603,0.002428
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.002428
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,GONDOMAR,130408,0.002428
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,GONDOMAR,130412,0.002428
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,PORTO,131216,0.001868
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.001733
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.001273
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,130608,0.001161
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,130620,0.001161
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.000481
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131217,0.396178
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.14311
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.093917
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.073247
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130601,0.071607
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.071393
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.038145
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.034405
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.014998
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.009167
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131210,0.00906
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131202,0.007556
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.006553
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.005436
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.004811
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.00287
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.002683
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.002209
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130620,0.001826
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130608,0.001826
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.001641
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131218,0.001374
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.001175
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.001109
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.000929
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000783
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131203,0.000343
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000331
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000277
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000138
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000127
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000069
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000069
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,131216,0.000053
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.000053
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000037
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000037
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,131501,0.000035
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,131503,0.000035
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000035
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000035
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130603,0.000035
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000033
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130609,0.000033
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,130616,0.000033
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,131503,0.179076
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.133503
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131217,0.124378
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.119745
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,131505,0.112316
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,130601,0.09864
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131203,0.034866
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131202,0.030359
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131218,0.02767
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,130408,0.026193
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,131501,0.022412
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.018021
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131210,0.012347
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131216,0.01054
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,130413,0.009769
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,130412,0.008628
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.006815
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.00377
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,131506,0.0031
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.002855
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,130603,0.002102
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,131211,0.001943
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.001173
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,130619,0.001073
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000868
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,131001,0.000813
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000675
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,131019,0.000675
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,131013,0.000675
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,131011,0.000675
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,130609,0.000513
